building_id,meter,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,unixtimestamp,m0,m1,m2,m3
85,0,0,Lodging/residential,37241,1981.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
86,0,0,Education,10932,1986.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
87,0,0,Entertainment/public assembly,6412,2006.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
88,0,0,Entertainment/public assembly,76527,2007.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
89,0,0,Retail,161755,1996.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
90,0,0,Lodging/residential,59200,1999.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
91,0,0,Education,68094,2003.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
92,0,0,Office,10779,1970.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
93,0,0,Office,33370,1982.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
94,0,0,Education,29469,1968.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
95,0,0,Lodging/residential,200933,2006.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
96,0,0,Lodging/residential,200933,2006.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
97,0,0,Lodging/residential,187647,2007.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
98,0,0,Lodging/residential,200933,2007.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
99,0,0,Office,2260,2016.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
100,0,0,Lodging/residential,24456,1968.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
101,0,0,Office,18860,1986.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
102,0,0,Office,15876,1983.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
103,0,0,Education,21657,2016.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
104,0,0,Office,45330,2003.0,,22.8,2.0,21.1,0.0,1020.2,0.0,0.0,1451613600,0,0,0,0
105,0,1,Education,50623,,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,45,0,0,0
106,0,1,Education,5374,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,0
106,3,1,Education,5374,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,10
107,0,1,Education,97532,2005.0,10.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,350,0,0,0
108,0,1,Education,81580,1913.0,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,182,0,0,0
109,0,1,Education,56995,1953.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,164,0,0,0
109,3,1,Education,56995,1953.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,100
110,0,1,Education,27814,2006.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,172,0,0,0
111,0,1,Education,118338,1909.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,334,0,0,0
112,0,1,Education,32206,,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,20,0,0,0
112,3,1,Education,32206,,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,186
113,0,1,Education,100481,1958.0,9.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,319,0,0,0
113,3,1,Education,100481,1958.0,9.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,30
114,0,1,Education,139683,1958.0,13.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,626,0,0,0
114,3,1,Education,139683,1958.0,13.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,300
115,0,1,Education,129716,1968.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,403,0,0,0
116,0,1,Education,37265,,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,137,0,0,0
117,0,1,Education,15489,2004.0,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,32,0,0,0
117,3,1,Education,15489,2004.0,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,30
118,0,1,Education,138316,1960.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,234,0,0,0
119,0,1,Education,91149,2007.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,438,0,0,0
119,3,1,Education,91149,2007.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,300
120,0,1,Education,68211,1976.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,104,0,0,0
121,0,1,Education,150318,1906.0,9.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,451,0,0,0
121,3,1,Education,150318,1906.0,9.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,600
122,0,1,Education,83043,1991.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,268,0,0,0
123,0,1,Education,61204,1989.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,93,0,0,0
124,0,1,Education,38319,1900.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,18,0,0,0
125,0,1,Education,16802,1995.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,150,0,0,0
126,0,1,Education,21539,2004.0,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,92,0,0,0
127,0,1,Lodging/residential,27071,,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,17,0,0,0
128,0,1,Lodging/residential,102774,1956.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,61,0,0,0
129,0,1,Lodging/residential,102957,1968.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,69,0,0,0
130,0,1,Lodging/residential,62893,1960.0,16.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,25,0,0,0
131,0,1,Lodging/residential,66661,1930.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,179,0,0,0
132,0,1,Lodging/residential,83108,1995.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,39,0,0,0
133,0,1,Lodging/residential,64723,1960.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,37,0,0,0
134,0,1,Lodging/residential,49589,1998.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,54,0,0,0
135,0,1,Lodging/residential,66532,1967.0,10.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,52,0,0,0
136,0,1,Lodging/residential,56467,1960.0,9.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,32,0,0,0
137,0,1,Entertainment/public assembly,64024,1967.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,26,0,0,0
138,0,1,Public services,118231,,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,74,0,0,0
138,3,1,Public services,118231,,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,0
139,0,1,Public services,56629,1900.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,25,0,0,0
139,3,1,Public services,56629,1900.0,6.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,100
140,0,1,Office,50020,,11.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,16,0,0,0
141,0,1,Office,44789,1919.0,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,41,0,0,0
142,0,1,Office,45348,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,26,0,0,0
143,0,1,Office,40085,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,30,0,0,0
144,0,1,Office,57673,,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,56,0,0,0
144,3,1,Office,57673,,5.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,10
145,0,1,Office,14219,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,18,0,0,0
145,3,1,Office,14219,,4.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,0,0,0,100
146,0,1,Office,31614,1956.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,13,0,0,0
147,0,1,Office,82548,1977.0,7.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,144,0,0,0
148,0,1,Office,174601,1960.0,12.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,94,0,0,0
149,0,1,Office,81881,1960.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,106,0,0,0
150,0,1,Office,65657,1955.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,317,0,0,0
151,0,1,Office,30495,1997.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,37,0,0,0
152,0,1,Office,10301,1970.0,2.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,8,0,0,0
153,0,1,Office,16092,1965.0,3.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,13,0,0,0
154,0,1,Office,34455,1907.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,221,0,0,0
155,0,1,Office,51688,1930.0,8.0,2.6,0.0,1.9,,1021.9,0.0,0.0,1451613600,66,0,0,0
156,0,2,Public services,43681,2007.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,122,0,0,0
157,0,2,Office,5258,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,25,0,0,0
158,0,2,Office,10135,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,18,0,0,0
159,0,2,Education,9788,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,12,0,0,0
160,0,2,Entertainment/public assembly,15786,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,5,0,0,0
161,0,2,Education,11329,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,7,0,0,0
161,1,2,Education,11329,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
162,0,2,Education,98829,1968.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,65,0,0,0
162,1,2,Education,98829,1968.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
163,0,2,Education,72102,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,80,0,0,0
163,1,2,Education,72102,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
163,3,2,Education,72102,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,41
164,0,2,Warehouse/storage,12908,1979.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,24,0,0,0
165,0,2,Warehouse/storage,3877,1975.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,9,0,0,0
166,0,2,Lodging/residential,553210,2009.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,300,0,0,0
166,1,2,Lodging/residential,553210,2009.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,200,0,0
166,3,2,Lodging/residential,553210,2009.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,131
167,0,2,Lodging/residential,86323,1956.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,59,0,0,0
167,1,2,Lodging/residential,86323,1956.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
167,3,2,Lodging/residential,86323,1956.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,41
168,0,2,Education,183460,2005.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,425,0,0,0
168,1,2,Education,183460,2005.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,77,0,0
168,3,2,Education,183460,2005.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,184
169,0,2,Education,179559,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,466,0,0,0
169,1,2,Education,179559,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,177,0,0
169,3,2,Education,179559,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,301
170,0,2,Retail,45224,1982.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,42,0,0,0
170,1,2,Retail,45224,1982.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,9,0,0
171,0,2,Office,131797,1968.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,30,0,0,0
171,1,2,Office,131797,1968.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
171,3,2,Office,131797,1968.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
172,0,2,Office,121440,1983.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,111,0,0,0
172,1,2,Office,121440,1983.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
173,0,2,Education,90903,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,179,0,0,0
173,1,2,Education,90903,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,5,0,0
174,0,2,Education,90900,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,179,0,0,0
174,1,2,Education,90900,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,29,0,0
175,0,2,Education,111635,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,84,0,0,0
175,1,2,Education,111635,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,121,0,0
175,3,2,Education,111635,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,20
176,0,2,Education,62238,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,25,0,0,0
176,1,2,Education,62238,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
176,3,2,Education,62238,1970.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
177,0,2,Entertainment/public assembly,167066,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,203,0,0,0
177,1,2,Entertainment/public assembly,167066,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,129,0,0
177,3,2,Entertainment/public assembly,167066,1989.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,55
178,0,2,Office,23392,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,53,0,0,0
178,1,2,Office,23392,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,5,0,0
179,0,2,Food sales and service,24867,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,35,0,0,0
179,1,2,Food sales and service,24867,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
179,3,2,Food sales and service,24867,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,2
180,0,2,Education,24586,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,20,0,0,0
180,1,2,Education,24586,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,22,0,0
181,0,2,Education,148829,2014.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,249,0,0,0
181,1,2,Education,148829,2014.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,12,0,0
182,0,2,Entertainment/public assembly,1022,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,1,0,0,0
183,0,2,Education,132518,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,148,0,0,0
183,1,2,Education,132518,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,13,0,0
183,3,2,Education,132518,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,14
184,0,2,Education,34171,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,21,0,0,0
184,3,2,Education,34171,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,11
185,0,2,Education,84300,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,46,0,0,0
186,0,2,Religious worship,1629,1948.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,3,0,0,0
187,0,2,Education,44203,1950.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,5,0,0,0
187,1,2,Education,44203,1950.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
187,3,2,Education,44203,1950.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
188,0,2,Office,23549,1941.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,11,0,0,0
188,1,2,Office,23549,1941.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,5,0,0
189,0,2,Education,7481,1969.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,4,0,0,0
189,1,2,Education,7481,1969.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
190,0,2,Education,137040,1957.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,118,0,0,0
190,1,2,Education,137040,1957.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
190,3,2,Education,137040,1957.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,67
191,0,2,Education,78268,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,54,0,0,0
191,1,2,Education,78268,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,73,0,0
191,3,2,Education,78268,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,52
192,0,2,Education,151637,1983.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,688,0,0,0
192,1,2,Education,151637,1983.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,258,0,0
192,3,2,Education,151637,1983.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,70
193,0,2,Office,6203,1999.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,3,0,0,0
194,0,2,Office,155682,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,245,0,0,0
194,1,2,Office,155682,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,25,0,0
195,0,2,Office,9703,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,7,0,0,0
195,1,2,Office,9703,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,23,0,0
195,3,2,Office,9703,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,8
196,0,2,Entertainment/public assembly,40531,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,70,0,0,0
197,0,2,Public services,102856,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,123,0,0,0
197,1,2,Public services,102856,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,56,0,0
198,0,2,Office,163959,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,207,0,0,0
198,1,2,Office,163959,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,42,0,0
199,0,2,Parking,405083,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,102,0,0,0
200,0,2,Entertainment/public assembly,143093,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,62,0,0,0
200,1,2,Entertainment/public assembly,143093,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,52,0,0
200,3,2,Entertainment/public assembly,143093,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,52
201,0,2,Education,219608,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,492,0,0,0
201,1,2,Education,219608,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,249,0,0
201,3,2,Education,219608,1992.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,102
202,0,2,Lodging/residential,74682,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,139,0,0,0
202,1,2,Lodging/residential,74682,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,91,0,0
202,3,2,Lodging/residential,74682,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,61
203,0,2,Lodging/residential,63348,2007.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,241,0,0,0
203,1,2,Lodging/residential,63348,2007.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,173,0,0
203,3,2,Lodging/residential,63348,2007.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,99
204,0,2,Lodging/residential,30949,1951.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,26,0,0,0
204,1,2,Lodging/residential,30949,1951.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,40,0,0
205,0,2,Lodging/residential,60086,2001.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,70,0,0,0
205,1,2,Lodging/residential,60086,2001.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,84,0,0
206,0,2,Public services,345837,1966.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,156,0,0,0
206,1,2,Public services,345837,1966.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,46,0,0
206,3,2,Public services,345837,1966.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,55
207,0,2,Public services,99700,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,85,0,0,0
207,1,2,Public services,99700,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,17,0,0
208,0,2,Healthcare,36904,1934.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,90,0,0,0
208,1,2,Healthcare,36904,1934.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
209,0,2,Education,193294,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,921,0,0,0
209,1,2,Education,193294,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,778,0,0
209,3,2,Education,193294,2006.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,380
210,0,2,Education,71248,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,166,0,0,0
210,1,2,Education,71248,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,24,0,0
210,3,2,Education,71248,2004.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,67
211,0,2,Education,48411,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,212,0,0,0
212,0,2,Education,327256,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,853,0,0,0
212,1,2,Education,327256,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,150,0,0
212,3,2,Education,327256,2012.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,407
213,0,2,Education,49662,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,175,0,0,0
213,1,2,Education,49662,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,27,0,0
213,3,2,Education,49662,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,164
214,0,2,Education,91273,1951.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,196,0,0,0
214,1,2,Education,91273,1951.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,0
215,0,2,Lodging/residential,36406,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,25,0,0,0
215,1,2,Lodging/residential,36406,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,5,0,0
215,3,2,Lodging/residential,36406,1940.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,14
216,0,2,Education,137065,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,79,0,0,0
216,1,2,Education,137065,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,14,0,0
216,3,2,Education,137065,1964.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,23
217,0,2,Education,282946,2003.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,192,0,0,0
217,1,2,Education,282946,2003.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,86,0,0
217,3,2,Education,282946,2003.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,0,0,20
218,0,2,Public services,16411,,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,42,0,0,0
219,0,2,Education,96124,1959.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,147,0,0,0
219,1,2,Education,96124,1959.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,260,0,0
220,0,2,Education,122592,1971.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,244,0,0,0
220,1,2,Education,122592,1971.0,,13.3,2.0,-5.6,0.0,1016.0,270.0,3.1,1451613600,0,197,0,0
